user_id,dish_id,rating
450571,3184,4.0
450571,2663,5.0
450571,2448,5.0
450571,1553,5.0
450571,2444,5.0
450571,2276,5.0
450571,1297,0.0
1235658,2062,5.0
1235658,98,5.0
1235658,3061,5.0
1235658,1256,5.0
243474,2062,5.0
243474,1921,5.0
243474,2477,5.0
243474,1918,5.0
243474,2438,5.0
243474,2089,5.0
243474,551,5.0
41218,2062,5.0
41218,2004,5.0
41218,1894,5.0
41218,1996,5.0
41218,154,5.0
41218,2789,4.0
41218,2511,5.0
41218,2718,5.0
41218,238,4.0
41218,2418,4.0
41218,995,5.0
41218,2614,5.0
41218,21,4.0
41218,391,4.0
41218,1909,5.0
41218,11,4.0
41218,309,5.0
41218,1152,5.0
41218,241,5.0
41218,1002,5.0
41218,49,4.0
41218,93,5.0
41218,2815,4.0
41218,1564,4.0
41218,2584,5.0
41218,1887,4.0
41218,2001,5.0
1179225,2062,4.0
1179225,976,4.0
1179225,1927,5.0
1179225,1548,4.0
1179225,660,4.0
1179225,204,3.0
1179225,2945,5.0
1179225,114,4.0
1179225,517,5.0
1179225,2889,5.0
1179225,1886,5.0
1179225,2225,4.0
1179225,2511,5.0
1179225,8,5.0
1179225,2416,5.0
1179225,2506,5.0
1179225,1545,4.0
1179225,1593,5.0
1179225,1305,5.0
1179225,2605,5.0
1179225,2840,5.0
1179225,2811,5.0
1179225,2435,4.0
1179225,2400,4.0
1179225,3204,5.0
1179225,1841,5.0
1179225,107,5.0
1179225,2101,5.0
1179225,713,5.0
1179225,1263,4.0
1179225,2877,4.0
1179225,172,5.0
1179225,1256,5.0
1179225,13,5.0
1179225,1955,5.0
1179225,787,5.0
1179225,70,4.0
1179225,2913,5.0
1179225,2462,5.0
1179225,664,4.0
1179225,182,3.0
1179225,2493,5.0
1179225,1968,5.0
1179225,116,5.0
1179225,2059,5.0
1179225,2290,5.0
1179225,2432,5.0
1179225,1550,5.0
1179225,1890,4.0
1179225,2366,5.0
1179225,3265,5.0
1179225,1331,4.0
1179225,1709,5.0
1179225,2564,5.0
1179225,86,5.0
1179225,1276,4.0
1179225,865,5.0
1179225,118,5.0
1179225,2930,5.0
1179225,2443,5.0
1179225,1171,5.0
1179225,2043,4.0
1179225,2557,5.0
1179225,1931,5.0
1179225,30,5.0
1179225,160,4.0
1179225,2417,4.0
1179225,2444,4.0
1179225,2852,5.0
1179225,1983,3.0
1179225,714,5.0
1179225,3325,4.0
1179225,1998,4.0
1179225,2815,5.0
1179225,265,4.0
1179225,1641,5.0
1179225,117,5.0
1179225,23,5.0
1179225,2819,5.0
1179225,2678,5.0
1179225,2464,5.0
1179225,1958,5.0
1179225,44,4.0
1179225,247,5.0
1179225,2425,4.0
1179225,2669,4.0
1179225,1982,5.0
1179225,356,5.0
1179225,168,5.0
227652,2062,5.0
227652,191,5.0
227652,1257,5.0
227652,2427,5.0
227652,122,4.0
227652,2799,4.0
227652,1938,4.0
227652,2695,5.0
227652,92,5.0
227652,1985,5.0
227652,1381,4.0
227652,58,5.0
227652,2786,4.0
227652,20,4.0
227652,1256,4.0
227652,2668,5.0
227652,2527,5.0
227652,21,4.0
227652,2020,5.0
227652,1888,5.0
227652,2616,4.0
227652,249,4.0
227652,324,4.0
227652,2569,4.0
227652,135,5.0
227652,2007,5.0
227652,1890,4.0
227652,2366,5.0
227652,2449,5.0
227652,1611,5.0
227652,661,5.0
227652,3,5.0
227652,798,4.0
227652,1976,4.0
227652,2596,5.0
227652,2463,4.0
227652,2421,4.0
227652,932,5.0
227652,2417,4.0
227652,10,5.0
227652,2705,4.0
227652,150,4.0
227652,2711,5.0
227652,1907,5.0
227652,1445,4.0
227652,1661,5.0
34879,634,5.0
34879,1159,4.0
34879,664,5.0
34879,2828,5.0
464333,634,5.0
464333,3306,5.0
464333,532,5.0
464333,3180,5.0
107135,1312,5.0
107135,2883,5.0
107135,2219,5.0
107135,155,5.0
107135,410,5.0
107135,222,5.0
107135,2993,5.0
107135,1202,5.0
107135,3327,5.0
107135,1247,5.0
107135,2138,5.0
107135,1174,5.0
107135,1503,5.0
107135,355,5.0
107135,1356,5.0
107135,2505,5.0
107135,1230,5.0
107135,2003,5.0
107135,1453,5.0
107135,1206,5.0
107135,3116,5.0
107135,2507,5.0
107135,2525,5.0
107135,1328,5.0
107135,1207,5.0
107135,1222,5.0
107135,975,5.0
107135,2426,5.0
107135,3091,5.0
107135,946,5.0
107135,2346,5.0
107135,183,5.0
107135,368,5.0
107135,2581,5.0
107135,2845,5.0
107135,257,5.0
107135,1189,5.0
107135,804,5.0
107135,2064,5.0
107135,1700,5.0
107135,1012,5.0
107135,2555,5.0
107135,1499,5.0
107135,1959,5.0
107135,447,5.0
107135,51,5.0
107135,259,5.0
107135,2325,5.0
107135,2105,5.0
107135,835,5.0
107135,423,5.0
107135,320,5.0
107135,1576,5.0
107135,1284,5.0
107135,1922,5.0
107135,2061,5.0
107135,2520,5.0
107135,162,5.0
107135,45,5.0
107135,2025,5.0
107135,169,5.0
107135,2895,5.0
107135,96,5.0
107135,104,5.0
107135,1558,5.0
107135,1260,5.0
107135,3339,5.0
107135,490,5.0
107135,4,5.0
107135,3169,5.0
107135,2583,5.0
498271,1312,5.0
498271,1894,5.0
498271,2337,5.0
498271,2945,5.0
498271,632,5.0
498271,2993,5.0
498271,938,5.0
498271,577,5.0
498271,3006,4.0
498271,2205,5.0
498271,2794,4.0
498271,1452,4.0
498271,2506,4.0
498271,3117,5.0
498271,3332,5.0
498271,98,5.0
498271,1327,5.0
498271,2928,5.0
498271,1363,5.0
498271,3313,5.0
498271,3221,5.0
498271,455,5.0
498271,2478,5.0
498271,1972,5.0
498271,2628,5.0
498271,1463,5.0
498271,911,5.0
498271,1657,5.0
498271,1498,5.0
498271,2668,4.0
498271,2963,5.0
498271,2795,5.0
498271,276,5.0
498271,994,5.0
498271,257,5.0
498271,3275,5.0
498271,3142,5.0
498271,3075,5.0
498271,2890,5.0
498271,1117,5.0
498271,2951,5.0
498271,2771,5.0
498271,1716,5.0
498271,2770,5.0
498271,3160,5.0
498271,2838,3.0
498271,423,5.0
498271,680,4.0
498271,1734,5.0
498271,2542,5.0
498271,3099,4.0
498271,1695,5.0
498271,3,5.0
498271,1920,4.0
498271,1922,5.0
498271,2585,5.0
498271,753,4.0
498271,341,4.0
498271,2116,5.0
498271,589,4.0
498271,2300,5.0
498271,606,5.0
498271,379,5.0
498271,1998,4.0
498271,2657,4.0
498271,1030,5.0
498271,1300,5.0
498271,2762,5.0
498271,925,4.0
498271,2712,5.0
498271,1125,5.0
498271,2269,5.0
80353,1312,5.0
80353,1000,5.0
80353,307,5.0
80353,1113,5.0
80353,721,5.0
80353,1181,5.0
80353,2376,4.0
80353,1357,5.0
80353,1736,4.0
80353,3157,4.0
80353,1237,5.0
80353,965,5.0
80353,2156,5.0
80353,1136,5.0
80353,1408,4.0
80353,1005,5.0
80353,2327,5.0
80353,984,5.0
80353,1356,5.0
80353,3366,5.0
80353,981,5.0
80353,2285,5.0
80353,1233,5.0
80353,520,5.0
80353,689,5.0
80353,3063,5.0
80353,3141,5.0
80353,2465,5.0
80353,1158,5.0
80353,853,5.0
80353,188,5.0
80353,1352,5.0
80353,1863,4.0
80353,3113,5.0
80353,3068,5.0
80353,3151,5.0
80353,2073,5.0
80353,3200,5.0
80353,3015,5.0
80353,3093,5.0
80353,801,5.0
80353,1457,5.0
80353,3150,5.0
80353,3126,5.0
80353,3034,3.0
80353,2988,5.0
80353,2737,4.0
80353,3065,5.0
80353,2937,5.0
80353,596,5.0
80353,1365,4.0
80353,2613,5.0
80353,41,5.0
80353,1012,5.0
80353,532,5.0
80353,1017,5.0
80353,2139,5.0
80353,1473,5.0
80353,1168,4.0
80353,3062,5.0
80353,3090,5.0
80353,586,5.0
80353,2646,4.0
80353,1354,4.0
80353,1451,5.0
80353,2879,5.0
80353,2287,5.0
80353,641,5.0
80353,2944,5.0
80353,104,4.0
80353,3335,5.0
80353,2406,0.0
80353,993,5.0
80353,1910,5.0
80353,2071,5.0
80353,1297,5.0
80353,510,5.0
80353,2592,5.0
80353,3169,5.0
80353,123,5.0
28177,1312,5.0
28177,930,5.0
28177,1434,5.0
28177,669,5.0
28177,1886,5.0
28177,295,5.0
28177,1167,5.0
28177,770,4.0
28177,59,5.0
28177,3358,5.0
28177,16,5.0
28177,20,5.0
28177,3103,4.0
28177,525,4.0
28177,1263,5.0
28177,40,5.0
28177,157,5.0
28177,819,5.0
28177,3100,5.0
28177,1861,4.0
28177,2944,5.0
28177,65,5.0
28177,693,5.0
28177,962,5.0
28177,639,5.0
28177,173,5.0
28177,109,5.0
28177,2436,5.0
228458,1312,5.0
228458,1334,4.0
228458,3349,5.0
228458,2645,5.0
228458,1206,5.0
228458,2435,4.0
228458,3310,5.0
228458,2244,5.0
228458,697,4.0
228458,1708,5.0
228458,3212,5.0
228458,3196,5.0
228458,529,5.0
228458,521,5.0
228458,1570,5.0
228458,2979,3.0
228458,2424,4.0
228458,1395,5.0
228458,423,5.0
228458,169,5.0
228458,1441,5.0
228458,2741,5.0
228458,2464,5.0
228458,1584,0.0
228458,365,5.0
56003,1312,5.0
56003,262,5.0
56003,267,4.0
56003,2884,5.0
56003,2587,0.0
56003,958,5.0
56003,1545,4.0
56003,698,5.0
56003,456,5.0
56003,1937,4.0
56003,2142,4.0
56003,2544,5.0
56003,1303,5.0
56003,2614,4.0
56003,892,5.0
56003,2604,5.0
56003,2949,4.0
56003,2296,5.0
56003,1838,5.0
56003,363,4.0
56003,1570,5.0
56003,1266,5.0
56003,2424,5.0
56003,1909,5.0
56003,1458,5.0
56003,248,5.0
56003,2967,5.0
56003,53,4.0
56003,1417,5.0
56003,29,4.0
56003,1106,5.0
56003,1276,5.0
56003,849,5.0
56003,3363,4.0
56003,144,5.0
56003,767,5.0
56003,1519,5.0
56003,74,5.0
56003,3357,5.0
56003,1350,4.0
56003,1153,5.0
56003,675,4.0
56003,2071,5.0
56003,945,4.0
171790,1312,5.0
171790,82,5.0
171790,2219,5.0
171790,2652,5.0
171790,1155,5.0
171790,1239,5.0
171790,2205,5.0
171790,8,5.0
171790,1314,5.0
171790,1053,5.0
171790,1418,5.0
171790,2625,5.0
171790,548,5.0
171790,2742,5.0
171790,3091,5.0
171790,488,5.0
171790,1050,5.0
171790,1159,5.0
171790,1708,5.0
171790,2784,5.0
171790,3132,5.0
171790,2115,4.0
171790,3075,5.0
171790,283,0.0
171790,1764,5.0
171790,966,4.0
171790,2105,5.0
171790,367,5.0
171790,1954,5.0
171790,1576,5.0
171790,1165,5.0
171790,1197,5.0
171790,1061,5.0
171790,2596,5.0
171790,1675,5.0
171790,1329,5.0
171790,2509,5.0
171790,1246,5.0
171790,589,5.0
171790,1267,5.0
171790,3223,4.0
171790,42,5.0
171790,104,5.0
171790,648,5.0
171790,113,5.0
192581,1312,5.0
192581,191,5.0
192581,133,5.0
192581,2842,5.0
192581,1927,5.0
192581,1548,5.0
192581,1259,5.0
192581,1265,5.0
192581,305,5.0
192581,3344,5.0
192581,1681,5.0
192581,2505,5.0
192581,1898,5.0
192581,2856,5.0
192581,2420,5.0
192581,225,5.0
192581,2605,5.0
192581,1969,5.0
192581,58,4.0
192581,129,5.0
192581,1918,5.0
192581,2455,5.0
192581,2108,5.0
192581,3263,5.0
192581,1818,5.0
192581,1376,5.0
192581,1263,5.0
192581,350,5.0
192581,13,5.0
192581,2941,5.0
192581,2949,5.0
192581,2527,5.0
192581,2422,5.0
192581,803,5.0
192581,1570,5.0
192581,2616,5.0
192581,2364,5.0
192581,2828,5.0
192581,1395,5.0
192581,1615,5.0
192581,1540,5.0
192581,2948,5.0
192581,3,5.0
192581,2530,5.0
192581,2448,5.0
192581,1675,5.0
192581,1919,5.0
192581,2509,5.0
192581,1087,5.0
192581,1931,5.0
192581,2357,5.0
192581,2421,5.0
192581,2667,5.0
192581,2417,5.0
192581,1470,5.0
192581,657,5.0
192581,2816,5.0
192581,1153,5.0
192581,1558,5.0
192581,1998,5.0
192581,2482,5.0
192581,519,4.0
192581,1410,5.0
192581,1297,5.0
192581,510,5.0
192581,356,5.0
527607,1312,5.0
527607,288,5.0
527607,9,5.0
527607,2148,5.0
527607,838,5.0
527607,788,5.0
527607,739,5.0
527607,2107,5.0
527607,3004,5.0
527607,782,5.0
527607,2246,5.0
527607,1631,5.0
527607,2861,5.0
527607,1149,5.0
527607,2922,5.0
527607,3352,5.0
527607,2374,5.0
527607,2437,5.0
527607,1814,5.0
527607,16,5.0
527607,1287,5.0
527607,2479,5.0
527607,3103,5.0
527607,427,5.0
527607,3292,5.0
527607,3228,5.0
527607,1263,5.0
527607,2713,5.0
527607,3314,5.0
527607,3104,5.0
527607,724,5.0
527607,1060,5.0
527607,1968,5.0
527607,3065,5.0
527607,1282,5.0
527607,2471,5.0
527607,568,5.0
527607,2210,5.0
527607,436,4.0
527607,1386,5.0
527607,1671,5.0
527607,2951,5.0
527607,1524,4.0
527607,735,5.0
527607,3073,5.0
527607,1704,5.0
527607,2550,5.0
527607,2467,5.0
527607,431,5.0
527607,2773,5.0
527607,2429,5.0
527607,769,5.0
527607,526,5.0
527607,412,5.0
527607,2558,5.0
527607,3183,5.0
527607,884,5.0
527607,3036,5.0
527607,1597,5.0
527607,2173,5.0
527607,2520,5.0
527607,255,5.0
527607,2999,5.0
527607,463,5.0
527607,531,5.0
527607,875,5.0
527607,337,5.0
527607,3287,5.0
527607,3102,5.0
527607,1492,5.0
527607,3217,5.0
527607,1101,5.0
527607,2423,5.0
527607,1877,5.0
527607,1326,5.0
527607,2436,5.0
428885,1312,5.0
428885,612,5.0
428885,2485,5.0
428885,1894,5.0
428885,2275,5.0
428885,2273,5.0
428885,2926,5.0
428885,2691,5.0
428885,2416,5.0
428885,353,5.0
428885,2262,5.0
428885,59,4.0
428885,2645,5.0
428885,26,5.0
428885,2829,5.0
428885,3003,5.0
428885,2197,5.0
428885,2072,5.0
428885,2363,5.0
428885,94,5.0
428885,152,5.0
428885,3068,5.0
428885,1159,5.0
428885,1469,5.0
428885,183,5.0
428885,279,5.0
428885,276,5.0
428885,1317,5.0
428885,2737,5.0
428885,1282,5.0
428885,528,5.0
428885,1369,5.0
428885,568,5.0
428885,38,5.0
428885,2616,5.0
428885,248,5.0
428885,1017,5.0
428885,2746,5.0
428885,1512,5.0
428885,86,5.0
428885,1236,5.0
428885,2491,5.0
428885,1032,5.0
428885,2323,5.0
428885,2251,5.0
428885,2590,5.0
428885,1576,5.0
428885,18,4.0
428885,1922,5.0
428885,909,5.0
428885,39,5.0
428885,1329,5.0
428885,2966,5.0
428885,857,5.0
428885,2593,5.0
428885,2509,5.0
428885,1049,5.0
428885,1267,5.0
428885,1367,5.0
428885,2862,5.0
428885,1383,5.0
428885,1359,5.0
428885,1683,5.0
428885,104,5.0
428885,1945,5.0
428885,2231,5.0
428885,936,5.0
428885,1341,5.0
428885,23,5.0
428885,973,5.0
428885,1348,5.0
428885,3329,5.0
428885,971,5.0
169430,1312,5.0
169430,2701,5.0
169430,288,5.0
169430,2485,5.0
169430,3125,5.0
169430,1648,5.0
169430,2219,5.0
169430,2916,5.0
169430,772,4.0
169430,352,5.0
169430,271,5.0
169430,3013,5.0
169430,1408,5.0
169430,1710,5.0
169430,3349,5.0
169430,2804,5.0
169430,2246,5.0
169430,2983,5.0
169430,454,5.0
169430,1672,5.0
169430,1715,5.0
169430,1146,5.0
169430,1363,5.0
169430,569,5.0
169430,580,5.0
169430,3023,5.0
169430,3055,5.0
169430,1657,5.0
169430,3108,5.0
169430,1432,5.0
169430,2244,5.0
169430,1050,5.0
169430,1096,5.0
169430,2834,5.0
169430,350,5.0
169430,2850,5.0
169430,608,5.0
169430,2963,5.0
169430,1285,5.0
169430,2941,5.0
169430,276,5.0
169430,296,5.0
169430,2988,5.0
169430,2920,5.0
169430,116,5.0
169430,437,5.0
169430,1307,5.0
169430,1778,5.0
169430,2985,5.0
169430,3021,5.0
169430,1142,5.0
169430,3129,5.0
169430,3145,5.0
169430,248,5.0
169430,1704,4.0
169430,383,4.0
169430,2908,5.0
169430,2139,5.0
169430,234,5.0
169430,3028,5.0
169430,2967,5.0
169430,1540,5.0
169430,3336,5.0
169430,1340,5.0
169430,602,5.0
169430,1999,5.0
169430,1139,5.0
169430,2720,5.0
169430,1597,5.0
169430,861,5.0
169430,472,4.0
169430,169,5.0
169430,1670,5.0
169430,2444,4.0
169430,2283,5.0
169430,585,5.0
169430,579,5.0
169430,1462,5.0
169430,2762,5.0
169430,1083,5.0
169430,2036,5.0
169430,1019,5.0
424680,1312,5.0
424680,612,5.0
424680,1355,5.0
424680,711,5.0
424680,262,5.0
424680,2652,5.0
424680,2103,5.0
424680,721,5.0
424680,3110,5.0
424680,632,5.0
424680,552,5.0
424680,417,5.0
424680,2936,5.0
424680,2615,5.0
424680,366,5.0
424680,3033,5.0
424680,1334,5.0
424680,1497,5.0
424680,1631,5.0
424680,2506,5.0
424680,2338,5.0
424680,1314,5.0
424680,816,5.0
424680,1375,4.0
424680,359,5.0
424680,3333,5.0
424680,1112,5.0
424680,2374,5.0
424680,2545,5.0
424680,575,5.0
424680,2643,5.0
424680,2739,5.0
424680,762,5.0
424680,975,5.0
424680,825,5.0
424680,1046,5.0
424680,3091,5.0
424680,1096,5.0
424680,270,5.0
424680,2800,5.0
424680,3093,5.0
424680,183,5.0
424680,3126,5.0
424680,3058,5.0
424680,3134,5.0
424680,2937,5.0
424680,1280,5.0
424680,2561,5.0
424680,1325,5.0
424680,2176,5.0
424680,2228,5.0
424680,1885,5.0
424680,771,5.0
424680,3119,5.0
424680,3353,5.0
424680,2702,5.0
424680,1473,5.0
424680,2193,5.0
424680,948,5.0
424680,3099,5.0
424680,1268,5.0
424680,1922,5.0
424680,2243,5.0
424680,667,5.0
424680,1684,5.0
424680,753,5.0
424680,2451,5.0
424680,2287,5.0
424680,1267,5.0
424680,2664,5.0
424680,169,5.0
424680,2862,5.0
424680,30,5.0
424680,2719,5.0
424680,606,5.0
424680,1153,5.0
424680,2762,5.0
424680,827,5.0
424680,1661,5.0
18660,82,5.0
18660,1886,5.0
18660,31,5.0
18660,405,5.0
18660,1527,5.0
18660,1025,0.0
18660,2288,5.0
18660,784,5.0
18660,1276,5.0
18660,527,5.0
18660,173,4.0
18660,109,5.0
30298,82,4.0
30298,9,4.0
30298,17,5.0
30298,315,5.0
30298,1550,5.0
30298,65,5.0
58407,82,4.0
58407,2285,4.0
58407,1158,5.0
58407,2434,4.0
58407,527,5.0
58407,1160,5.0
86627,82,5.0
86627,1257,5.0
86627,213,5.0
86627,1957,4.0
86627,35,5.0
86627,1887,5.0
86627,173,5.0
56181,82,5.0
56181,155,5.0
56181,2285,5.0
56181,395,4.0
56181,18,5.0
27744,82,5.0
27744,671,5.0
27744,3167,4.0
27744,2125,4.0
27744,1836,5.0
27744,2429,4.0
27744,18,4.0
27744,1887,4.0
27744,2390,5.0
60992,82,5.0
60992,2199,5.0
60992,304,5.0
60992,142,5.0
60992,2466,4.0
60992,221,3.0
60992,965,5.0
60992,2452,5.0
60992,77,4.0
60992,36,4.0
60992,3344,5.0
60992,956,5.0
60992,1812,5.0
60992,50,5.0
60992,2285,5.0
60992,1973,5.0
60992,2438,5.0
60992,315,5.0
60992,1852,5.0
60992,2572,5.0
60992,3342,5.0
60992,2847,5.0
60992,664,5.0
60992,1590,5.0
60992,658,5.0
60992,1835,4.0
60992,116,5.0
60992,3049,5.0
60992,1188,5.0
60992,1847,5.0
60992,1415,5.0
60992,1909,5.0
60992,727,5.0
60992,309,5.0
60992,351,5.0
60992,184,5.0
60992,1,5.0
60992,968,5.0
60992,105,5.0
60992,3,5.0
60992,1229,4.0
60992,2813,5.0
60992,2559,5.0
60992,1160,5.0
60992,1260,5.0
60992,1896,5.0
60992,1043,5.0
60992,2053,5.0
60992,945,5.0
60992,232,4.0
60992,1169,5.0
60992,173,5.0
60992,522,5.0
250238,82,4.0
250238,1257,4.0
250238,1886,5.0
250238,2114,5.0
250238,2286,5.0
250238,659,5.0
250238,2179,0.0
250238,805,5.0
250238,2293,5.0
250238,1889,5.0
250238,2841,0.0
250238,656,5.0
250238,23,4.0
250238,1887,5.0
250238,1900,5.0
55729,82,5.0
55729,2309,4.0
55729,2203,4.0
55729,17,4.0
55729,71,2.0
55729,221,3.0
55729,251,3.0
55729,2452,0.0
55729,2497,0.0
55729,1938,4.0
55729,2416,3.0
55729,339,3.0
55729,3321,0.0
55729,1812,5.0
55729,405,4.0
55729,512,3.0
55729,699,5.0
55729,3351,5.0
55729,2285,5.0
55729,67,4.0
55729,2286,5.0
55729,1901,3.0
55729,2822,2.0
55729,3061,3.0
55729,2535,4.0
55729,2503,4.0
55729,40,4.0
55729,1298,3.0
55729,68,0.0
55729,1285,3.0
55729,2367,4.0
55729,257,2.0
55729,658,4.0
55729,21,5.0
55729,1835,4.0
55729,1952,0.0
55729,2145,3.0
55729,2049,5.0
55729,508,3.0
55729,823,5.0
55729,1902,3.0
55729,686,4.0
55729,19,4.0
55729,1909,5.0
55729,2366,4.0
55729,1,4.0
55729,1276,5.0
55729,1915,5.0
55729,2382,3.0
55729,642,4.0
55729,1844,3.0
55729,2593,3.0
55729,656,0.0
55729,1480,5.0
55729,2417,0.0
55729,740,5.0
55729,1983,4.0
55729,104,4.0
55729,945,5.0
55729,2146,0.0
55729,1900,4.0
55729,2242,3.0
98165,82,5.0
98165,1984,5.0
98165,80,5.0
98165,21,5.0
98165,2552,5.0
98165,1903,5.0
98165,1887,5.0
104472,82,5.0
104472,64,5.0
104472,2416,5.0
104472,2285,5.0
104472,695,5.0
104472,580,5.0
104472,961,5.0
104472,1957,5.0
104472,137,5.0
104472,2501,5.0
104472,1909,5.0
104472,11,5.0
104472,124,5.0
104472,141,5.0
104472,1942,5.0
104472,530,5.0
104472,2468,5.0
104472,22,5.0
104472,78,5.0
104472,1951,0.0
104472,1900,4.0
